transaction_id,customer_id,transaction_date,merchant_category,gross_amount,city,payment_mode,status,card_tier,cashback_rate,credit_limit,cashback_amount,net_transaction,transaction_year,transaction_month,transaction_quarter,day_of_week,utilisation_flag,txn_size_bucket,is_weekend,is_approved,is_outlier
TXN0012186,CUST00632,2023-04-25 13:05:00,Fuel,2953.0,Hyderabad,Contactless,Approved,Platinum,0.015,310240,44.3,2908.7,2023,4,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0012187,CUST00686,2024-11-21 12:37:00,Fuel,3233.86,Lucknow,Online,Approved,Gold,0.01,260510,32.34,3201.52,2024,11,4,Thursday,0,Small (1K-5K),0,1,0
TXN0012188,CUST00935,2023-08-07 21:26:00,Healthcare,1524.89,Lucknow,Online,Approved,Classic,0.005,84816,7.62,1517.27,2023,8,3,Monday,0,Small (1K-5K),0,1,0
TXN0012189,CUST00732,2023-07-03 08:53:00,Entertainment,738.23,Jaipur,Emi,Approved,Platinum,0.015,427323,11.07,727.16,2023,7,3,Monday,0,Micro (<1K),0,1,0
TXN0012190,CUST00858,2023-03-01 16:47:00,Online Shopping,5902.32,Bengaluru,Online,Approved,Gold,0.01,176892,59.02,5843.3,2023,3,1,Wednesday,0,Medium (5K-15K),0,1,0
TXN0012191,CUST00078,2024-06-22 10:55:00,Electronics,10625.62,Mumbai,Swipe,Approved,Classic,0.005,129840,53.13,10572.49,2024,6,2,Saturday,0,Medium (5K-15K),1,1,1
TXN0012192,CUST00420,2023-04-28 20:41:00,Dining,2946.67,Chennai,Online,Approved,Platinum,0.015,320916,44.2,2902.47,2023,4,2,Friday,0,Small (1K-5K),0,1,0
TXN0012193,CUST00360,2024-03-14 07:08:00,Dining,1154.93,Ahmedabad,Online,Approved,Gold,0.01,292401,11.55,1143.38,2024,3,1,Thursday,0,Small (1K-5K),0,1,0
TXN0012194,CUST00152,2023-09-04 16:06:00,Fuel,489.27,Mumbai,Emi,Approved,Classic,0.005,115612,2.45,486.82,2023,9,3,Monday,0,Micro (<1K),0,1,0
TXN0012195,CUST00542,2023-07-20 15:00:00,Healthcare,3239.48,Mumbai,Contactless,Approved,Gold,0.01,237867,32.39,3207.09,2023,7,3,Thursday,0,Small (1K-5K),0,1,0
TXN0012196,CUST00947,2023-11-24 15:45:00,Grocery,1789.22,Pune,Online,Approved,Classic,0.005,140266,8.95,1780.27,2023,11,4,Friday,0,Small (1K-5K),0,1,0
TXN0012197,CUST00299,2024-11-11 09:04:00,Grocery,2676.74,Kolkata,Online,Approved,Gold,0.01,292133,26.77,2649.97,2024,11,4,Monday,0,Small (1K-5K),0,1,0
TXN0012198,CUST00589,2023-02-08 07:30:00,Fuel,1920.87,Ahmedabad,Emi,Approved,Classic,0.005,105933,9.6,1911.27,2023,2,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0012199,CUST00165,2024-02-25 05:11:00,Dining,2318.89,Ahmedabad,Online,Approved,Classic,0.005,119514,11.59,2307.3,2024,2,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012200,CUST00267,2024-02-29 23:21:00,Travel,14538.76,Bengaluru,Online,Approved,Gold,0.01,266164,145.39,14393.37,2024,2,1,Thursday,0,Medium (5K-15K),0,1,1
TXN0012201,CUST00974,2024-09-07 08:07:00,Fuel,2460.59,Hyderabad,Online,Approved,Classic,0.005,135394,12.3,2448.29,2024,9,3,Saturday,0,Small (1K-5K),1,1,0
TXN0012202,CUST00244,2023-12-01 04:23:00,Electronics,19716.95,Jaipur,Swipe,Approved,Classic,0.005,103883,98.58,19618.37,2023,12,4,Friday,0,Large (15K-50K),0,1,1
TXN0012203,CUST00089,2024-06-30 06:33:00,Grocery,2499.25,Chennai,Emi,Approved,Platinum,0.015,470017,37.49,2461.76,2024,6,2,Sunday,0,Small (1K-5K),1,1,0
TXN0012204,CUST00258,2023-12-25 02:51:00,Grocery,823.22,Jaipur,Contactless,Approved,Gold,0.01,290584,8.23,814.99,2023,12,4,Monday,0,Micro (<1K),0,1,0
TXN0012205,CUST00592,2024-03-17 07:20:00,Grocery,2967.13,Chennai,Online,Approved,Gold,0.01,191722,29.67,2937.46,2024,3,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012206,CUST00377,2024-05-19 16:04:00,Dining,2458.76,Chennai,Swipe,Reversed,Platinum,0.015,447721,36.88,2421.88,2024,5,2,Sunday,0,Small (1K-5K),1,0,0
TXN0012207,CUST00279,2023-05-02 13:18:00,Electronics,21140.87,Jaipur,Swipe,Approved,Gold,0.01,206032,211.41,20929.46,2023,5,2,Tuesday,0,Large (15K-50K),0,1,1
TXN0012208,CUST00725,2023-10-12 22:27:00,Electronics,16186.42,Pune,Online,Approved,Gold,0.01,231777,161.86,16024.56,2023,10,4,Thursday,0,Large (15K-50K),0,1,1
TXN0012209,CUST00310,2024-02-25 16:17:00,Grocery,3208.41,Bengaluru,Online,Approved,Classic,0.005,116562,16.04,3192.37,2024,2,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012210,CUST00497,2024-05-05 03:52:00,Grocery,2783.95,Chennai,Online,Approved,Gold,0.01,263062,27.84,2756.11,2024,5,2,Sunday,0,Small (1K-5K),1,1,0
TXN0012211,CUST00698,2023-07-14 05:43:00,Grocery,3352.13,Mumbai,Contactless,Approved,Gold,0.01,160553,33.52,3318.61,2023,7,3,Friday,0,Small (1K-5K),0,1,0
TXN0012212,CUST00123,2024-09-26 01:50:00,Online Shopping,4281.06,Jaipur,Emi,Approved,Classic,0.005,70033,21.41,4259.65,2024,9,3,Thursday,0,Small (1K-5K),0,1,0
TXN0012213,CUST00393,2023-04-13 01:56:00,Travel,3435.85,Lucknow,Online,Approved,Classic,0.005,93719,17.18,3418.67,2023,4,2,Thursday,0,Small (1K-5K),0,1,0
TXN0012214,CUST00996,2023-07-02 19:41:00,Entertainment,1374.86,Lucknow,Swipe,Approved,Classic,0.005,122102,6.87,1367.99,2023,7,3,Sunday,0,Small (1K-5K),1,1,0
TXN0012215,CUST00788,2023-04-14 10:33:00,Entertainment,835.93,Kolkata,Contactless,Approved,Classic,0.005,122848,4.18,831.75,2023,4,2,Friday,0,Micro (<1K),0,1,0
TXN0012216,CUST00768,2024-11-21 10:43:00,Electronics,13827.35,Mumbai,Online,Approved,Platinum,0.015,446238,207.41,13619.94,2024,11,4,Thursday,0,Medium (5K-15K),0,1,1
TXN0012217,CUST00962,2023-05-04 03:35:00,Fuel,2269.23,Hyderabad,Swipe,Approved,Gold,0.01,215632,22.69,2246.54,2023,5,2,Thursday,0,Small (1K-5K),0,1,0
TXN0012218,CUST00642,2024-01-12 16:05:00,Grocery,3688.07,Delhi,Swipe,Approved,Classic,0.005,147978,18.44,3669.63,2024,1,1,Friday,0,Small (1K-5K),0,1,0
TXN0012219,CUST00560,2023-05-04 01:06:00,Fuel,2732.81,Bengaluru,Swipe,Approved,Gold,0.01,279598,27.33,2705.48,2023,5,2,Thursday,0,Small (1K-5K),0,1,0
TXN0012220,CUST00138,2023-10-20 12:02:00,Dining,1987.94,Hyderabad,Swipe,Approved,Gold,0.01,290763,19.88,1968.06,2023,10,4,Friday,0,Small (1K-5K),0,1,0
TXN0012221,CUST00155,2023-05-15 06:49:00,Entertainment,2373.69,Delhi,Emi,Approved,Infinite,0.02,1132342,47.47,2326.22,2023,5,2,Monday,0,Small (1K-5K),0,1,0
TXN0012222,CUST00741,2024-01-15 07:56:00,Grocery,2556.85,Lucknow,Online,Reversed,Gold,0.01,262296,25.57,2531.28,2024,1,1,Monday,0,Small (1K-5K),0,0,0
TXN0012223,CUST00972,2023-12-12 20:50:00,Fuel,2361.91,Mumbai,Swipe,Approved,Platinum,0.015,546677,35.43,2326.48,2023,12,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0012224,CUST00883,2024-08-29 12:32:00,Grocery,2045.04,Hyderabad,Swipe,Approved,Classic,0.005,82530,10.23,2034.81,2024,8,3,Thursday,0,Small (1K-5K),0,1,0
TXN0012225,CUST00339,2023-06-16 16:37:00,Online Shopping,1826.41,Jaipur,Online,Approved,Gold,0.01,232883,18.26,1808.15,2023,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0012226,CUST00446,2023-01-16 03:50:00,Dining,2301.23,Jaipur,Online,Reversed,Platinum,0.015,356673,34.52,2266.71,2023,1,1,Monday,0,Small (1K-5K),0,0,0
TXN0012227,CUST00086,2023-10-05 01:34:00,Healthcare,363.81,Jaipur,Contactless,Approved,Classic,0.005,85382,1.82,361.99,2023,10,4,Thursday,0,Micro (<1K),0,1,0
TXN0012228,CUST00014,2023-04-27 04:44:00,Travel,6412.48,Bengaluru,Online,Approved,Classic,0.005,53905,32.06,6380.42,2023,4,2,Thursday,0,Medium (5K-15K),0,1,0
TXN0012229,CUST00977,2023-09-06 10:27:00,Dining,1959.76,Mumbai,Emi,Approved,Gold,0.01,197576,19.6,1940.16,2023,9,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0012230,CUST00539,2023-08-22 02:25:00,Healthcare,1802.02,Mumbai,Contactless,Approved,Gold,0.01,172228,18.02,1784.0,2023,8,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0012231,CUST00645,2024-05-22 12:25:00,Online Shopping,4544.47,Bengaluru,Contactless,Approved,Classic,0.005,129069,22.72,4521.75,2024,5,2,Wednesday,0,Small (1K-5K),0,1,0
TXN0012232,CUST00748,2023-02-20 04:28:00,Grocery,2676.85,Lucknow,Online,Approved,Gold,0.01,260115,26.77,2650.08,2023,2,1,Monday,0,Small (1K-5K),0,1,0
TXN0012233,CUST00273,2023-04-08 12:35:00,Online Shopping,3099.29,Ahmedabad,Online,Approved,Platinum,0.015,348896,46.49,3052.8,2023,4,2,Saturday,0,Small (1K-5K),1,1,0
TXN0012234,CUST00849,2024-08-20 05:29:00,Healthcare,3610.33,Hyderabad,Online,Approved,Gold,0.01,221909,36.1,3574.23,2024,8,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0012235,CUST00973,2024-06-25 20:35:00,Entertainment,1529.25,Ahmedabad,Online,Approved,Gold,0.01,286043,15.29,1513.96,2024,6,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0012236,CUST00471,2024-07-23 08:55:00,Dining,773.47,Kolkata,Swipe,Approved,Classic,0.005,65118,3.87,769.6,2024,7,3,Tuesday,0,Micro (<1K),0,1,0
TXN0012237,CUST00523,2024-04-24 16:49:00,Travel,15279.37,Ahmedabad,Emi,Approved,Infinite,0.02,1174553,305.59,14973.78,2024,4,2,Wednesday,0,Large (15K-50K),0,1,1
TXN0012238,CUST00494,2024-12-03 14:05:00,Entertainment,100.0,Delhi,Contactless,Approved,Classic,0.005,144297,0.5,99.5,2024,12,4,Tuesday,0,Micro (<1K),0,1,0
TXN0012239,CUST00248,2024-07-12 02:54:00,Travel,23270.58,Ahmedabad,Swipe,Approved,Infinite,0.02,1285197,465.41,22805.17,2024,7,3,Friday,0,Large (15K-50K),0,1,1
TXN0012240,CUST00228,2024-09-22 06:54:00,Electronics,22806.72,Jaipur,Contactless,Declined,Classic,0.005,113624,114.03,22692.69,2024,9,3,Sunday,0,Large (15K-50K),1,0,1
TXN0012241,CUST00975,2024-06-28 07:19:00,Grocery,3725.39,Lucknow,Online,Declined,Classic,0.005,107963,18.63,3706.76,2024,6,2,Friday,0,Small (1K-5K),0,0,0
TXN0012242,CUST00496,2024-05-25 21:57:00,,3294.04,Pune,Swipe,Approved,Classic,0.005,97739,16.47,3277.57,2024,5,2,Saturday,0,Small (1K-5K),1,1,0
TXN0012243,CUST00151,2024-03-30 23:02:00,Healthcare,3414.39,Bengaluru,Online,Approved,Platinum,0.015,438091,51.22,3363.17,2024,3,1,Saturday,0,Small (1K-5K),1,1,0
TXN0012244,CUST00445,2023-12-23 02:00:00,,1582.45,Kolkata,Swipe,Approved,Platinum,0.015,383465,23.74,1558.71,2023,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0012245,CUST00354,2024-10-25 23:45:00,Healthcare,3450.85,Jaipur,Swipe,Approved,Classic,0.005,59016,17.25,3433.6,2024,10,4,Friday,0,Small (1K-5K),0,1,0
TXN0012246,CUST00778,2023-09-19 15:14:00,Grocery,3503.34,Ahmedabad,Swipe,Approved,Gold,0.01,279579,35.03,3468.31,2023,9,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0012247,CUST00422,2023-01-02 20:35:00,Travel,7064.04,Ahmedabad,Online,Approved,Platinum,0.015,410140,105.96,6958.08,2023,1,1,Monday,0,Medium (5K-15K),0,1,0
TXN0012248,CUST00582,2023-02-01 05:33:00,Dining,1941.32,Kolkata,Online,Approved,Infinite,0.02,1186075,38.83,1902.49,2023,2,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0012249,CUST00782,2023-06-18 03:13:00,Travel,1138.85,Chennai,Swipe,Approved,Gold,0.01,205605,11.39,1127.46,2023,6,2,Sunday,0,Small (1K-5K),1,1,0
TXN0012250,CUST00569,2023-04-27 22:05:00,Entertainment,934.13,Delhi,Online,Approved,Platinum,0.015,522899,14.01,920.12,2023,4,2,Thursday,0,Micro (<1K),0,1,0
TXN0012251,CUST00739,2024-12-14 09:53:00,Fuel,1513.07,Chennai,Online,Approved,Classic,0.005,95508,7.57,1505.5,2024,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0012252,CUST00659,2024-06-07 05:19:00,Grocery,4516.42,Chennai,Online,Approved,Gold,0.01,193265,45.16,4471.26,2024,6,2,Friday,0,Small (1K-5K),0,1,0
TXN0012253,CUST00209,2024-10-06 02:53:00,Online Shopping,1156.4,Delhi,Swipe,Approved,Classic,0.005,52757,5.78,1150.62,2024,10,4,Sunday,0,Small (1K-5K),1,1,0
TXN0012254,CUST00669,2023-11-05 23:14:00,Travel,14391.32,Lucknow,Online,Approved,Classic,0.005,53552,71.96,14319.36,2023,11,4,Sunday,0,Medium (5K-15K),1,1,1
TXN0012255,CUST00501,2023-01-22 08:48:00,Fuel,3475.58,Mumbai,Swipe,Approved,Gold,0.01,232291,34.76,3440.82,2023,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012256,CUST00561,2023-10-30 09:24:00,Grocery,3706.5,Chennai,Online,Approved,Gold,0.01,254766,37.06,3669.44,2023,10,4,Monday,0,Small (1K-5K),0,1,0
TXN0012257,CUST00665,2024-08-03 14:34:00,Healthcare,6542.9,Pune,Contactless,Approved,Classic,0.005,101645,32.71,6510.19,2024,8,3,Saturday,0,Medium (5K-15K),1,1,0
TXN0012258,CUST00088,2024-10-03 18:18:00,Dining,3302.96,Kolkata,Online,Declined,Gold,0.01,207570,33.03,3269.93,2024,10,4,Thursday,0,Small (1K-5K),0,0,0
TXN0012259,CUST00276,2023-05-31 10:36:00,Travel,12337.09,Delhi,Online,Approved,Gold,0.01,256539,123.37,12213.72,2023,5,2,Wednesday,0,Medium (5K-15K),0,1,1
TXN0012260,CUST00306,2024-02-27 07:19:00,Grocery,3070.13,Pune,Swipe,Approved,Infinite,0.02,1127276,61.4,3008.73,2024,2,1,Tuesday,0,Small (1K-5K),0,1,0
TXN0012261,CUST00949,2024-08-16 00:48:00,Grocery,2733.91,Ahmedabad,Online,Approved,Platinum,0.015,511030,41.01,2692.9,2024,8,3,Friday,0,Small (1K-5K),0,1,0
TXN0012262,CUST00331,2023-01-22 02:37:00,Grocery,3076.92,Pune,Emi,Approved,Classic,0.005,137782,15.38,3061.54,2023,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012263,CUST00939,2024-04-07 13:33:00,Dining,2179.62,Bengaluru,Swipe,Approved,Classic,0.005,71747,10.9,2168.72,2024,4,2,Sunday,0,Small (1K-5K),1,1,0
TXN0012264,CUST00561,2024-09-15 07:15:00,,4560.87,Bengaluru,Online,Approved,Gold,0.01,254766,45.61,4515.26,2024,9,3,Sunday,0,Small (1K-5K),1,1,0
TXN0012265,CUST00680,2023-10-11 11:00:00,Fuel,2433.42,Kolkata,Online,Approved,Platinum,0.015,410970,36.5,2396.92,2023,10,4,Wednesday,0,Small (1K-5K),0,1,0
TXN0012266,CUST00018,2023-03-04 08:06:00,Grocery,1355.47,Delhi,Swipe,Declined,Gold,0.01,282475,13.55,1341.92,2023,3,1,Saturday,0,Small (1K-5K),1,0,0
TXN0012267,CUST00352,2024-09-25 11:05:00,Healthcare,4691.67,Bengaluru,Emi,Approved,Platinum,0.015,369445,70.38,4621.29,2024,9,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0012268,CUST00595,2024-11-13 02:12:00,Grocery,3376.97,Kolkata,Online,Approved,Platinum,0.015,535966,50.65,3326.32,2024,11,4,Wednesday,0,Small (1K-5K),0,1,0
TXN0012269,CUST00533,2024-10-06 01:13:00,Online Shopping,2445.11,Jaipur,Swipe,Approved,Infinite,0.02,1063638,48.9,2396.21,2024,10,4,Sunday,0,Small (1K-5K),1,1,0
TXN0012270,CUST00305,2023-01-27 14:49:00,Online Shopping,2342.86,Mumbai,Online,Approved,Gold,0.01,274987,23.43,2319.43,2023,1,1,Friday,0,Small (1K-5K),0,1,0
TXN0012271,CUST00887,2024-02-03 12:04:00,Dining,2655.76,Chennai,Online,Reversed,Gold,0.01,209162,26.56,2629.2,2024,2,1,Saturday,0,Small (1K-5K),1,0,0
TXN0012272,CUST00239,2024-05-03 00:24:00,Healthcare,2433.93,Delhi,Online,Approved,Gold,0.01,175409,24.34,2409.59,2024,5,2,Friday,0,Small (1K-5K),0,1,0
TXN0012273,CUST00068,2024-12-20 03:24:00,Grocery,2003.7,Chennai,Online,Approved,Platinum,0.015,537717,30.06,1973.64,2024,12,4,Friday,0,Small (1K-5K),0,1,0
TXN0012274,CUST00733,2024-12-02 23:25:00,Online Shopping,3346.32,Pune,Online,Approved,Gold,0.01,176712,33.46,3312.86,2024,12,4,Monday,0,Small (1K-5K),0,1,0
TXN0012275,CUST00819,2024-07-23 23:17:00,Electronics,20206.17,Ahmedabad,Online,Approved,Classic,0.005,90189,101.03,20105.14,2024,7,3,Tuesday,0,Large (15K-50K),0,1,1
TXN0012276,CUST00330,2024-02-28 09:50:00,Grocery,3823.88,Kolkata,Online,Approved,Classic,0.005,76772,19.12,3804.76,2024,2,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0012277,CUST00560,2024-12-07 17:43:00,Dining,2401.77,Chennai,Contactless,Approved,Gold,0.01,279598,24.02,2377.75,2024,12,4,Saturday,0,Small (1K-5K),1,1,0
TXN0012278,CUST00398,2023-05-19 20:01:00,Grocery,1945.28,Chennai,Online,Approved,Classic,0.005,147154,9.73,1935.55,2023,5,2,Friday,0,Small (1K-5K),0,1,0
TXN0012279,CUST00333,2024-09-05 16:31:00,Dining,3004.26,Delhi,Swipe,Approved,Classic,0.005,81285,15.02,2989.24,2024,9,3,Thursday,0,Small (1K-5K),0,1,0
TXN0012280,CUST00975,2023-05-10 16:19:00,Healthcare,5238.85,Pune,Online,Approved,Classic,0.005,107963,26.19,5212.66,2023,5,2,Wednesday,0,Medium (5K-15K),0,1,0
TXN0012281,CUST00930,2024-06-19 02:32:00,Travel,17954.79,Bengaluru,Swipe,Approved,Classic,0.005,65043,89.77,17865.02,2024,6,2,Wednesday,0,Large (15K-50K),0,1,1
TXN0012282,CUST00410,2023-04-19 17:24:00,Dining,2663.94,Pune,Emi,Approved,Classic,0.005,54722,13.32,2650.62,2023,4,2,Wednesday,0,Small (1K-5K),0,1,0
TXN0012283,CUST00505,2024-08-10 12:38:00,Grocery,1882.49,Bengaluru,Online,Approved,Gold,0.01,282939,18.82,1863.67,2024,8,3,Saturday,0,Small (1K-5K),1,1,0
TXN0012284,CUST00348,2023-05-24 07:49:00,Dining,972.13,Delhi,Swipe,Approved,Classic,0.005,120468,4.86,967.27,2023,5,2,Wednesday,0,Micro (<1K),0,1,0
TXN0012285,CUST00684,2023-10-15 08:57:00,Grocery,2093.89,Ahmedabad,Emi,Approved,Gold,0.01,249385,20.94,2072.95,2023,10,4,Sunday,0,Small (1K-5K),1,1,0
TXN0012286,CUST00160,2023-09-20 01:20:00,Entertainment,2193.42,Hyderabad,Swipe,Approved,Gold,0.01,202143,21.93,2171.49,2023,9,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0012287,CUST00169,2024-01-14 14:09:00,Grocery,1084.15,Chennai,Contactless,Approved,Classic,0.005,114042,5.42,1078.73,2024,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012288,CUST00376,2023-11-13 15:48:00,Healthcare,869.79,Jaipur,Online,Approved,Classic,0.005,85697,4.35,865.44,2023,11,4,Monday,0,Micro (<1K),0,1,0
TXN0012289,CUST00508,2024-04-17 05:05:00,Dining,167.6,Hyderabad,Online,Approved,Platinum,0.015,471013,2.51,165.09,2024,4,2,Wednesday,0,Micro (<1K),0,1,0
TXN0012290,CUST00782,2023-08-16 18:26:00,Dining,669.52,Mumbai,Online,Approved,Gold,0.01,205605,6.7,662.82,2023,8,3,Wednesday,0,Micro (<1K),0,1,0
TXN0012291,CUST00816,2023-07-20 20:25:00,Healthcare,1921.82,Pune,Contactless,Approved,Gold,0.01,242225,19.22,1902.6,2023,7,3,Thursday,0,Small (1K-5K),0,1,0
TXN0012292,CUST00944,2023-06-06 00:45:00,Travel,12746.97,Chennai,Online,Approved,Platinum,0.015,530242,191.2,12555.77,2023,6,2,Tuesday,0,Medium (5K-15K),0,1,1
TXN0012293,CUST00067,2024-08-19 02:26:00,Travel,5091.15,Lucknow,Online,Approved,Classic,0.005,86434,25.46,5065.69,2024,8,3,Monday,0,Medium (5K-15K),0,1,0
TXN0012294,CUST00958,2023-01-08 21:17:00,Healthcare,4823.9,Bengaluru,Online,Approved,Classic,0.005,106626,24.12,4799.78,2023,1,1,Sunday,0,Small (1K-5K),1,1,0
TXN0012295,CUST00726,2024-08-21 21:58:00,Travel,12270.42,Chennai,Swipe,Approved,Platinum,0.015,496768,184.06,12086.36,2024,8,3,Wednesday,0,Medium (5K-15K),0,1,1
TXN0012296,CUST00312,2023-10-29 03:30:00,Dining,100.0,Ahmedabad,Online,Approved,Classic,0.005,74356,0.5,99.5,2023,10,4,Sunday,0,Micro (<1K),1,1,0
TXN0012297,CUST00378,2024-12-18 05:55:00,Electronics,17833.29,Mumbai,Swipe,Approved,Classic,0.005,129276,89.17,17744.12,2024,12,4,Wednesday,0,Large (15K-50K),0,1,1
TXN0012298,CUST00434,2023-07-18 02:57:00,,3783.06,Hyderabad,Swipe,Approved,Classic,0.005,71299,18.92,3764.14,2023,7,3,Tuesday,0,Small (1K-5K),0,1,0
TXN0012299,CUST00229,2024-10-01 00:04:00,Grocery,4799.8,Bengaluru,Online,Approved,Platinum,0.015,412321,72.0,4727.8,2024,10,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0012300,CUST00962,2024-03-25 01:44:00,Travel,13452.19,Hyderabad,Online,Approved,Gold,0.01,215632,134.52,13317.67,2024,3,1,Monday,0,Medium (5K-15K),0,1,1
TXN0012301,CUST00508,2024-02-04 13:52:00,Grocery,376.88,Delhi,Swipe,Approved,Platinum,0.015,471013,5.65,371.23,2024,2,1,Sunday,0,Micro (<1K),1,1,0
TXN0012302,CUST00907,2024-06-23 12:15:00,Grocery,2775.51,Delhi,Swipe,Approved,Platinum,0.015,391128,41.63,2733.88,2024,6,2,Sunday,0,Small (1K-5K),1,1,0
TXN0012303,CUST00637,2024-03-24 04:06:00,Electronics,19569.68,Delhi,Swipe,Approved,Gold,0.01,228279,195.7,19373.98,2024,3,1,Sunday,0,Large (15K-50K),1,1,1
TXN0012304,CUST00394,2024-12-15 17:50:00,Entertainment,1923.44,Bengaluru,Online,Approved,Platinum,0.015,368587,28.85,1894.59,2024,12,4,Sunday,0,Small (1K-5K),1,1,0
TXN0012305,CUST00156,2024-01-07 17:36:00,Online Shopping,11092.37,Jaipur,Online,Approved,Classic,0.005,63947,55.46,11036.91,2024,1,1,Sunday,0,Medium (5K-15K),1,1,1
TXN0012306,CUST00245,2023-08-09 11:32:00,Grocery,1856.12,Chennai,Swipe,Approved,Classic,0.005,111213,9.28,1846.84,2023,8,3,Wednesday,0,Small (1K-5K),0,1,0
TXN0012307,CUST00080,2023-09-14 23:46:00,Travel,8084.26,Hyderabad,Contactless,Approved,Classic,0.005,72431,40.42,8043.84,2023,9,3,Thursday,0,Medium (5K-15K),0,1,0
TXN0012308,CUST00458,2024-11-01 01:51:00,Healthcare,4438.15,Hyderabad,Swipe,Approved,Gold,0.01,200627,44.38,4393.77,2024,11,4,Friday,0,Small (1K-5K),0,1,0
TXN0012309,CUST00044,2023-11-09 15:02:00,Grocery,4690.68,Bengaluru,Swipe,Approved,Platinum,0.015,480331,70.36,4620.32,2023,11,4,Thursday,0,Small (1K-5K),0,1,0
TXN0012310,CUST00866,2024-01-10 22:29:00,Fuel,2736.84,Jaipur,Emi,Approved,Gold,0.01,198329,27.37,2709.47,2024,1,1,Wednesday,0,Small (1K-5K),0,1,0
TXN0012311,CUST00408,2023-04-01 05:53:00,Fuel,1925.89,Lucknow,Online,Approved,Classic,0.005,69536,9.63,1916.26,2023,4,2,Saturday,0,Small (1K-5K),1,1,0
TXN0012312,CUST00726,2024-03-02 10:24:00,Online Shopping,6962.15,Mumbai,Swipe,Approved,Platinum,0.015,496768,104.43,6857.72,2024,3,1,Saturday,0,Medium (5K-15K),1,1,0
TXN0012313,CUST00756,2023-12-21 12:54:00,Grocery,4652.63,Pune,Contactless,Approved,Platinum,0.015,528320,69.79,4582.84,2023,12,4,Thursday,0,Small (1K-5K),0,1,0
TXN0012314,CUST00180,2024-12-10 08:06:00,Grocery,1577.45,Hyderabad,Swipe,Approved,Classic,0.005,145932,7.89,1569.56,2024,12,4,Tuesday,0,Small (1K-5K),0,1,0
TXN0012315,CUST00772,2024-11-27 13:20:00,Entertainment,799.52,Ahmedabad,Emi,Approved,Platinum,0.015,543641,11.99,787.53,2024,11,4,Wednesday,0,Micro (<1K),0,1,0
TXN0012316,CUST00971,2024-02-09 12:26:00,Healthcare,3611.73,Kolkata,Swipe,Approved,Gold,0.01,195925,36.12,3575.61,2024,2,1,Friday,0,Small (1K-5K),0,1,0
TXN0012317,CUST00396,2024-04-13 03:21:00,Online Shopping,5252.87,Bengaluru,Contactless,Approved,Platinum,0.015,437340,78.79,5174.08,2024,4,2,Saturday,0,Medium (5K-15K),1,1,0
TXN0012318,CUST00516,2024-04-14 03:05:00,Grocery,4160.87,Chennai,Swipe,Approved,Classic,0.005,99695,20.8,4140.07,2024,4,2,Sunday,0,Small (1K-5K),1,1,0
TXN0012319,CUST00170,2023-05-02 04:02:00,Healthcare,2562.46,Hyderabad,Emi,Approved,Gold,0.01,155105,25.62,2536.84,2023,5,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0012320,CUST00563,2024-05-21 00:06:00,Electronics,21616.91,Hyderabad,Online,Approved,Classic,0.005,69342,108.08,21508.83,2024,5,2,Tuesday,1,Large (15K-50K),0,1,1
TXN0012321,CUST00547,2024-06-18 22:42:00,Grocery,4368.28,Lucknow,Swipe,Approved,Classic,0.005,76100,21.84,4346.44,2024,6,2,Tuesday,0,Small (1K-5K),0,1,0
TXN0012322,CUST00004,2023-01-19 22:21:00,Electronics,20015.81,Ahmedabad,Contactless,Approved,Gold,0.01,222097,200.16,19815.65,2023,1,1,Thursday,0,Large (15K-50K),0,1,1
TXN0012323,CUST00627,2024-10-03 16:49:00,Healthcare,2709.56,Jaipur,Online,Approved,Gold,0.01,258992,27.1,2682.46,2024,10,4,Thursday,0,Small (1K-5K),0,1,0
TXN0012324,CUST00445,2024-08-03 06:48:00,Grocery,3184.24,Hyderabad,Contactless,Approved,Platinum,0.015,383465,47.76,3136.48,2024,8,3,Saturday,0,Small (1K-5K),1,1,0
